id,accX,accY,accZ,gyroX,gyroY,gyroZ,timestamp
9e7e3a6a-4c2b-4b96-8adb-943c0e747afe,0.88,0.06,-0.63,,,,2024-03-22 16:03:09.122
9e810b9d-4f35-49c2-8240-737d5253ac38,0.1,0.89,-0.11,,,,2024-03-22 16:01:33.206
9e83e0be-9db8-42fe-a25d-912edbf03ee1,-0.14,1.41,-0.42,,,,2024-03-22 16:01:38.456
9e86bdb7-c044-4775-8b4e-b816ba604459,1.94,2.22,0.98,,,,2024-03-22 16:00:08.696
9e8719fb-48e8-4a0a-82c8-f9e242969a22,1.34,0.22,0.92,,,,2024-03-22 16:00:01.226
9e8c1bcc-deac-4516-9865-3d22ad4351b4,-1.9,0.54,-2.16,,,,2024-03-22 16:01:17.327
9e8cf1ec-d513-42b9-9581-97a1295c97c5,0.03,1.39,0.05,,,,2024-03-22 16:05:32.153
9e8e7fe2-f458-4546-902d-d64312892a58,-2.65,-3.59,-2.77,,,,2024-03-22 16:03:56.148
9e8fca54-4ca7-44af-9cb9-292275b53b9c,-0.76,-0.33,1.16,,,,2024-03-22 16:05:45.528
9e9039a6-e478-42d1-8efc-ba9b8e41d973,-0.83,0.49,0.27,,,,2024-03-22 16:05:44.185
9e924697-c25b-406a-8eb5-fbf650c042f8,-0.22,1.03,0.14,,,,2024-03-22 16:02:21.588
9e97024e-b7f9-43eb-b9ba-9034823e8aaf,0.47,0.84,0.1,,,,2024-03-22 16:04:57.603
9e98cb44-59f5-433e-b938-a3dc281b1a48,-0.81,0.12,-0.17,,,,2024-03-22 16:06:06.950
9e9bbc48-27a4-4a42-86d7-ab7d362dec43,0.07,1.05,0.25,,,,2024-03-22 16:00:07.939
9e9e6283-1eb8-4570-98d4-7f7327fe7e39,0.88,2.01,0.06,,,,2024-03-22 16:00:50.500
9e9fd140-cf1a-4de7-8889-f099349cd1d3,0.27,0.6,0.33,,,,2024-03-22 16:01:40.289
9ea10b25-0667-4a41-831b-178b72a156df,-0.55,-3.29,-0.79,,,,2024-03-22 16:03:53.751
9ea43999-16bc-4722-ae35-808e591b88e8,-0.74,0.51,-0.18,,,,2024-03-22 16:05:44.358
9ea8c0c0-a728-4af8-a797-974d80e7a51c,0.03,1.58,0.01,,,,2024-03-22 16:02:31.077
9eabe3de-fc1b-43e5-9a6e-0598c780689b,-0.91,0.19,0.1,,,,2024-03-22 16:05:46.334
9eabfe16-4858-4657-81ff-4ba36140e2e6,-0.01,0.71,0.03,,,,2024-03-22 16:02:22.984
9eb0acc5-adab-4dc5-8af4-efd06e3741a4,0.04,1.29,0.06,,,,2024-03-22 16:03:23.414
9eb1c257-d2a5-4653-b1f4-668e0b868801,-0.97,-0.43,-0.26,,,,2024-03-22 16:06:02.724
9eb4f4bf-8a0c-4d9f-9305-dceca49fda87,-1.44,1.18,0.79,,,,2024-03-22 16:02:04.262
9eb58a9d-b6c6-455a-bda6-b971e78cee2a,-0.3,0.15,-0.41,,,,2024-03-22 16:05:26.901
9eb5ccf0-0235-4b3d-92d4-27630e9f6d98,-0.63,0.65,0.41,,,,2024-03-22 16:05:50.257
9eb81ea3-a3ca-4482-97ce-0884f2045176,8.8,-3.96,0.63,,,,2024-03-22 16:04:27.991
9eb9294c-e006-4baf-9495-76478ccc4283,-1.01,1.03,0.19,,,,2024-03-22 16:01:07.302
9eb9ed48-4022-47bf-85f1-6972b03e32ea,-0.02,0.87,0.06,,,,2024-03-22 16:00:24.860
9ebc674a-82b4-4360-a662-d0f0f19d64c5,-0.88,-0.0,-1.14,,,,2024-03-22 16:02:45.939
9ebe9a49-22d3-4c41-9f60-e4a4642389e8,0.0,1.11,-1.4,,,,2024-03-22 16:05:27.759
9ec64ab4-49f3-4baf-89fe-97f6c9487d2e,0.4,0.53,-0.67,,,,2024-03-22 16:00:16.536
9ec79453-784f-4a16-a531-69a7628ce2fc,-0.07,0.99,0.07,,,,2024-03-22 16:03:31.521
9ec89c70-71d9-48d4-bad2-916de4478826,-0.48,0.16,1.07,,,,2024-03-22 16:01:52.418
9ec8f05b-5142-49e1-9358-edd91becc22f,-0.59,-0.42,0.07,,,,2024-03-22 16:01:49.595
9ec92b31-589f-4e72-b42f-f0fd5b49c0ac,0.51,-1.78,-0.05,,,,2024-03-22 16:01:50.892
9ed1ec2a-38cf-4b83-987a-61a239dcb3c8,-0.18,-0.11,0.21,,,,2024-03-22 16:05:11.915
9ed56f36-69a9-4339-9814-2a3e30533dbf,-6.65,1.78,0.49,,,,2024-03-22 16:01:49.997
9eda01d1-d0d0-4977-adff-1fe5a6a721b5,2.51,2.98,-2.6,,,,2024-03-22 16:03:14.641
9eda8c9f-b1d2-424e-bf26-0011cfe6c0da,0.98,-0.02,-0.22,,,,2024-03-22 16:04:30.335
9edc15a9-f013-49d3-a118-83de4cb4258b,0.01,0.07,0.39,,,,2024-03-22 16:05:01.253
9edccf4d-e02e-4741-a869-00e19b02be7b,0.64,-0.45,-0.56,,,,2024-03-22 16:03:01.991
9edd2a5f-8069-4d8e-921f-b34f04aced80,-0.25,0.18,0.75,,,,2024-03-22 16:05:00.260
9ede1763-6139-4037-88c8-591ee56a6b12,-2.87,-3.29,1.25,,,,2024-03-22 16:02:44.990
9ee621b3-fdd6-4586-aa4b-ed54ad843e9e,0.22,0.39,0.43,,,,2024-03-22 16:04:58.556
9ee66bce-9a67-41d6-b5e2-9af1f439f221,-1.11,-0.31,-0.38,,,,2024-03-22 16:05:29.506
9ee96a64-680f-4542-9d56-98decf417029,1.2,-0.04,-0.4,,,,2024-03-22 16:01:57.469
9ee9991b-10e5-40c7-a205-e3db91e7a09f,0.41,0.61,-0.12,,,,2024-03-22 16:00:20.990
9eeef9df-5197-47fe-a168-39268447fc0b,0.27,0.08,0.39,,,,2024-03-22 16:01:08.917
9ef1cbcb-5ae8-4715-a4c7-e1802bc61b1c,-0.17,0.07,-1.44,,,,2024-03-22 16:01:18.456
9ef248c3-61fc-4f46-b93e-8d98bb89f336,-0.15,0.95,-0.01,,,,2024-03-22 16:00:27.247
9ef637cf-e9c6-4563-aed9-0c3e0682a0b3,-1.81,-2.31,-1.21,,,,2024-03-22 16:02:38.181
9efa6882-ff5f-4b61-9319-388de802d459,0.17,0.83,-0.75,,,,2024-03-22 16:00:37.283
9efaa422-a7e7-45a6-b0d9-5a5a67083860,1.01,1.43,-0.52,,,,2024-03-22 16:00:07.085
9eff61cc-9668-4829-9f4a-35e53a3e2c15,0.36,0.6,-0.92,,,,2024-03-22 16:05:19.646
9f004f16-1cce-4ab6-ad54-732af5c42465,0.49,-0.96,0.17,,,,2024-03-22 15:59:59.031
9f00917c-a4ce-41ba-b2b0-d74164d8b3a8,-0.12,0.95,0.06,,,,2024-03-22 16:02:15.876
9f03ff5f-1b2c-4884-8de5-20ae2a724d4f,-0.16,1.65,2.3,,,,2024-03-22 16:03:15.579
9f057e77-0d67-496e-951e-5f3b6759d8de,-0.55,2.53,0.11,,,,2024-03-22 16:02:24.738
9f069c2d-a4e6-41a2-a402-d8d1e447490c,-0.13,0.73,-0.34,,,,2024-03-22 16:02:09.440
9f07d71d-c10f-458a-a414-bbc192cdf780,3.21,3.36,3.22,,,,2024-03-22 16:02:08.718
9f088d24-0acc-4e30-a042-01242355525d,0.89,0.13,0.66,,,,2024-03-22 15:59:54.212
9f0b749f-10c7-49a9-8503-8ac4755f8852,0.03,0.97,0.05,,,,2024-03-22 16:03:27.203
9f0c67e2-f8a8-42d2-b3df-a351d74c347a,0.72,0.35,-0.09,,,,2024-03-22 16:00:02.498
9f0d55f9-b633-43b7-9224-5ef3f31efbc7,0.12,0.44,0.83,,,,2024-03-22 16:00:04.599
9f0d9dfc-1493-41a3-9d1c-e13238717119,0.83,-0.38,1.0,,,,2024-03-22 15:59:57.852
9f0e81cd-4a7b-47b2-b26d-6dd57b4a29d1,0.41,0.23,0.54,,,,2024-03-22 16:00:46.093
9f123ec9-04a2-463d-96ac-c577547c5964,0.24,0.34,-0.94,,,,2024-03-22 16:04:22.006
9f15bf94-afbe-4bdf-9588-a42dd4984fff,0.88,-0.19,1.27,,,,2024-03-22 16:03:51.495
9f1ae771-ed18-4540-8635-b7089106d346,1.04,0.06,1.38,,,,2024-03-22 15:59:54.799
9f1d28b2-ef5f-4edb-aff1-e07c16e504f9,0.05,1.28,0.1,,,,2024-03-22 16:02:34.954
9f1d80a9-1420-413b-bc66-2f399bea5755,-0.21,0.96,0.04,,,,2024-03-22 16:00:28.182
9f1e542c-b7a6-4713-b064-e5bbbc9f91d0,0.18,0.93,0.35,,,,2024-03-22 15:59:46.475
9f265d07-f133-426a-b60a-9f12f6d675b5,-0.13,-1.04,-0.37,,,,2024-03-22 16:01:49.189
9f271e0d-adf2-4f33-9e2b-b9c147a53db0,-1.12,-3.88,1.71,,,,2024-03-22 16:03:58.247
9f27a7a3-db85-4bb9-bf68-bb3802dde4fa,-0.0,0.02,0.01,,,,2024-03-22 16:02:25.505
9f325791-9287-4df1-91b6-109f350a6295,1.5,-0.36,-1.03,,,,2024-03-22 16:01:33.657
9f390784-b9c6-410b-8385-d535e45093bd,-0.49,-0.52,-0.13,,,,2024-03-22 16:02:46.428
9f3a474f-d200-4998-b0bb-ee97ee0edb0d,0.95,0.3,0.45,,,,2024-03-22 15:59:54.209
9f3b27f8-037d-4694-8b8e-2fd161dfcec4,-0.01,0.02,-0.97,,,,2024-03-22 15:59:41.429
9f3eb8c8-3e7a-4a15-8bdf-fdede65d51eb,-0.09,0.05,0.34,,,,2024-03-22 16:05:27.532
9f3eecb1-d3cc-4f82-ae23-4ec8846540e6,0.15,-1.79,-0.16,,,,2024-03-22 16:02:41.118
9f4157e7-7206-428a-9fb9-022ddb0bdc29,0.35,0.74,-0.14,,,,2024-03-22 16:04:57.931
9f446744-9ae5-494e-838f-0d954aeab80b,-0.2,-0.1,0.26,,,,2024-03-22 16:00:59.277
9f46e31e-f4e1-473a-85fa-0a841e71eec3,0.38,-0.35,1.18,,,,2024-03-22 16:03:51.500
9f4c478b-4e81-45f1-aa10-179d3b0d6c6c,0.46,0.66,0.49,,,,2024-03-22 16:04:42.032
9f4edafd-e191-415d-9a11-6ea97f8d031e,-0.24,0.23,1.17,,,,2024-03-22 16:04:36.089
9f4f7549-d15c-4c07-a9ad-2e2b8e5947e2,-0.37,-0.15,0.52,,,,2024-03-22 16:00:52.264
9f53c781-f98b-4fd3-bb83-8f4d28dd7c14,1.38,2.54,-0.42,,,,2024-03-22 16:03:39.436
9f5401df-bb95-401b-bdb8-ee3b306c9ec6,-6.16,-6.44,5.15,,,,2024-03-22 16:03:56.935
9f5e7dc4-0bf1-43bd-a47b-223b754ca139,1.04,0.43,-0.09,,,,2024-03-22 16:01:33.933
9f5edb4e-a909-4ade-82f7-49c3696d5d82,-0.03,1.05,0.19,,,,2024-03-22 16:02:10.202
9f67d4b8-5e4c-460a-a5ca-56e594d115c2,1.35,-1.42,0.24,,,,2024-03-22 16:04:27.002
9f6f135b-47b9-43e2-9de6-6f67aeac59f5,0.02,0.32,0.17,,,,2024-03-22 16:00:41.831
9f7063bf-2418-49b4-aa0b-2cf586470987,0.02,0.94,0.05,,,,2024-03-22 16:03:25.224
9f7562f0-92cc-459b-99e9-e144eb602224,0.54,-0.31,-0.81,,,,2024-03-22 16:01:26.373
9f765a20-4872-473b-ab45-1d7c49d15641,0.71,1.25,-0.29,,,,2024-03-22 15:59:54.478
9f7c7139-d013-484a-9153-512dbf0fc0d3,0.85,1.0,0.87,,,,2024-03-22 16:03:34.500
9f7cb51a-e8f5-4556-874a-a8712d1a5251,0.34,0.45,0.04,,,,2024-03-22 16:02:54.577
9f7efc0d-c11f-4655-bb10-58b2ad8c06f1,-6.54,3.61,7.24,,,,2024-03-22 16:03:39.173
9f7f2ab7-5a8e-43cf-a476-30905d251fc6,-0.02,0.27,0.47,,,,2024-03-22 16:02:42.956
9f814fd9-cf4d-4f07-8845-683ed05cf380,0.33,0.92,0.34,,,,2024-03-22 16:01:01.756
9f82cbd6-c2df-4ab1-973e-bb0e035ef163,0.88,0.56,0.52,,,,2024-03-22 16:04:41.453
9f865f3a-acb0-4cb6-82dc-bd2a67574a85,0.4,0.15,0.45,,,,2024-03-22 15:59:59.793
9f86b13b-7b4c-44c8-99c9-b149d80a6a5e,0.02,-0.13,0.04,,,,2024-03-22 16:05:04.663
9f8928b9-456f-47da-bd4e-bb7093d7e9bd,-1.11,0.77,0.7,,,,2024-03-22 16:05:59.116
9f897650-cd43-42a3-9a32-fd1f983b4446,0.04,1.88,0.02,,,,2024-03-22 16:05:32.020
9f8cece3-ee8f-4416-b378-29806078dfc6,0.73,0.78,0.41,,,,2024-03-22 16:02:34.416
9f90af4b-c5a6-48f0-a1dd-36835fb1e265,0.14,0.29,0.45,,,,2024-03-22 16:02:11.372
9f92b74f-bd1a-44f4-b8de-7283a4a6d676,-0.78,0.64,0.07,,,,2024-03-22 16:04:02.432
9f9373e8-3074-4f4b-b5c2-e6ce323a85d2,0.8,0.39,1.11,,,,2024-03-22 16:05:13.717
9f981f39-4114-45b7-94a0-7ac516659aca,-0.05,-0.56,0.51,,,,2024-03-22 16:00:04.204
9f9a79dd-f383-41ab-83be-67545fda42a9,1.71,-1.56,0.51,,,,2024-03-22 16:04:27.005
9f9ad1ca-08b6-412f-8370-c6e631109f7d,2.18,-1.02,0.11,,,,2024-03-22 16:03:41.643
9f9dd2dc-84d8-4dc5-b540-e88fc10d3e52,0.14,-0.58,-0.28,,,,2024-03-22 16:02:07.278
9f9ffb40-d7cb-48f7-8410-95b3e37dbb7e,-0.94,0.47,-0.14,,,,2024-03-22 16:05:01.019
9fa7289b-79cc-460b-b5f6-4f951568e391,-0.05,-0.35,-0.07,,,,2024-03-22 16:02:25.584
9fad2ee1-0040-42f1-b01c-cefae289655f,1.2,3.64,-0.64,,,,2024-03-22 16:03:04.201
9fad5617-25ae-4aa9-b23e-51a18974739c,6.92,5.74,-0.83,,,,2024-03-22 16:04:12.194
9fade207-52ed-4083-8603-f0a1ad0b709c,13.35,4.22,2.78,,,,2024-03-22 16:01:55.993
9fae3c4b-2f56-4553-8bbf-4fa809939b33,0.08,1.11,0.06,,,,2024-03-22 16:04:07.614
9faef01a-4cdf-4f67-a32e-7670a9e9de40,0.03,1.1,0.06,,,,2024-03-22 16:03:25.758
9fb110c5-5bed-42b4-b8fb-3a9b97cfe1e5,7.57,-4.59,2.35,,,,2024-03-22 16:04:23.265
9fb19d2b-9b32-4528-ae15-1e63954413fd,0.11,1.17,0.07,,,,2024-03-22 16:03:27.958
9fb52a39-4a1b-4892-be47-de5dc8ccbd31,0.22,1.41,0.28,,,,2024-03-22 16:01:39.055
9fbad328-84f8-4380-953a-72d585c6acd5,-8.4,-3.23,6.55,,,,2024-03-22 16:01:58.871
9fbbde56-772a-4c2d-893c-5fc01515aeb1,-0.25,0.16,-1.2,,,,2024-03-22 16:00:53.341
9fbc8c3e-fefd-49ff-a8fb-8e71e3b4dfd4,0.69,0.73,-0.24,,,,2024-03-22 16:00:31.654
9fbcb85d-42ca-4321-9f0e-47bf01d064a0,-0.63,0.85,0.06,,,,2024-03-22 16:02:53.814
9fbdf451-9d3b-4fa2-94af-0ef4f5cea961,0.22,0.34,-0.25,,,,2024-03-22 16:00:11.935
9fbe4e4f-8bc1-4869-a08b-29ff64803842,-0.5,0.5,0.6,,,,2024-03-22 16:05:56.061
9fbf3199-ea5d-4492-bfcb-6779d244cff8,-0.6,0.4,0.6,,,,2024-03-22 16:05:53.581
9fbf367e-e292-4b76-95ff-9e37b89b4f32,0.17,0.98,0.27,,,,2024-03-22 15:59:44.491
9fc00c7f-44ed-427e-bcc1-f0ab4b367cff,-4.07,-5.38,-3.14,,,,2024-03-22 16:02:43.859
9fc00fd9-b6a7-4621-840b-dd7c4ab8bc13,-0.93,-1.37,-0.42,,,,2024-03-22 16:02:44.050
9fc0ba6d-6792-41d9-848a-cd36b144cdb8,-1.0,-0.08,-0.27,,,,2024-03-22 16:06:03.706
9fc173a3-d979-4def-ae4a-b0e45fa207f9,-0.2,-0.02,0.85,,,,2024-03-22 16:01:28.850
9fc21b28-f7be-409b-979d-89c84c2e571e,0.67,-0.76,-1.04,,,,2024-03-22 16:02:59.161
9fc3001f-3d2b-401a-a16d-806a411ab936,0.37,-0.1,-0.02,,,,2024-03-22 16:05:18.254
9fc631ed-713f-4f65-9c74-dd29575830d4,-1.18,2.05,1.3,,,,2024-03-22 16:02:06.553
9fc808e3-c0ee-4426-a981-58553dd33309,0.1,1.14,0.07,,,,2024-03-22 16:03:28.412
9fc8f76e-26ab-4566-815b-e5e88af1210b,0.04,1.31,0.06,,,,2024-03-22 16:03:24.991
9fca1641-3ff4-41b8-92b4-1b2575d49aa7,0.16,0.67,0.47,,,,2024-03-22 16:04:40.155
9fca220a-5579-4e55-8ff6-c7b784e8c653,0.12,0.99,0.18,,,,2024-03-22 16:01:00.954
9fcaa528-c1d8-4de3-a372-aa90ad41c5c1,0.34,-0.28,0.57,,,,2024-03-22 16:00:42.592
9fcb4e1c-1525-416b-bce1-eee6beb8ce4e,2.63,-0.41,6.64,,,,2024-03-22 16:04:27.408
9fcb8405-33a5-4b74-ac84-209f70502f8e,0.27,-0.28,-0.12,,,,2024-03-22 16:05:45.300
9fcbbeb0-b44d-49a8-a765-d38a49c887c4,1.22,-0.79,-1.37,,,,2024-03-22 16:03:47.810
9fd29e1c-b654-4566-adee-bcf0f6086849,-0.06,0.98,-1.42,,,,2024-03-22 16:04:55.764
9fd397dc-e67c-41ad-b9a0-110fe135ab9e,-0.06,0.3,0.75,,,,2024-03-22 16:05:24.973
9fd40ccb-cc56-4595-8427-887ad6e48091,0.06,0.14,0.99,,,,2024-03-22 16:04:58.905
9fd5f385-cc8d-4a6a-85cb-a0fa0dcace3b,-0.05,-2.95,-0.45,,,,2024-03-22 16:02:25.867
9fd796f0-61fa-4ed2-96e6-e9f88d0214e0,-0.75,0.61,0.29,,,,2024-03-22 16:04:03.152
9fd94943-b8e9-44a2-a5e5-f7c2b83c0a11,0.08,0.66,0.54,,,,2024-03-22 16:04:58.587
9fe0c95c-8780-4494-a216-293eff747c00,-7.64,-0.87,0.41,,,,2024-03-22 16:03:52.765
9fe4059d-f8c9-40f9-bc16-80809290e3b7,0.58,-0.29,-0.79,,,,2024-03-22 16:03:13.517
9fe44b5e-6bbc-4732-bbef-e16b77c8aa7c,0.07,1.14,0.05,,,,2024-03-22 16:02:13.892
9fe5fd7b-8774-44da-95b1-a62cbf53ba34,1.23,0.26,-0.09,,,,2024-03-22 16:04:30.430
9fe7f31f-c2b0-472f-a86b-9602b8086a36,0.02,0.87,0.05,,,,2024-03-22 16:03:23.958
9fe89386-aedb-4b9d-b39a-05470856c7a3,0.06,-0.41,0.41,,,,2024-03-22 16:02:07.451
9fea3f87-b1d0-4665-b840-5662880a14ad,-0.55,0.75,-0.58,,,,2024-03-22 16:05:28.787
9feda68f-318e-4a39-a8cb-ba94ff1c4b82,0.95,1.9,-0.08,,,,2024-03-22 15:59:49.487
9ff30706-fba0-46e8-a01a-766631abe234,-0.07,0.09,0.98,,,,2024-03-22 16:05:02.014
9ff6c9b0-09a0-4bdc-8dd3-3005299fc9ba,1.01,-0.89,0.25,,,,2024-03-22 16:03:42.314
9ff7ea6f-108f-4bb9-b8e9-a87b2f5fb786,0.07,2.38,0.37,,,,2024-03-22 16:02:27.212
9ff93585-01e6-489e-91d9-557bb2c638ab,-0.51,0.74,-0.01,,,,2024-03-22 16:05:25.370
9ffb903f-e731-40a6-8372-abea2edb82bd,-0.0,-0.06,0.08,,,,2024-03-22 16:05:02.947
9ffe2a5d-dc1c-4e8f-b823-216c084c9d89,-0.14,0.77,0.12,,,,2024-03-22 16:01:23.713
9ffe4710-2b43-46f0-8f62-3aafa1da346a,0.54,1.93,0.56,,,,2024-03-22 16:00:08.345
a0027da4-fde7-4893-81f0-9f0a6746ddeb,0.35,0.09,0.13,,,,2024-03-22 16:04:29.077
a00431e4-4fa2-496d-9c33-cd7dd16ea289,0.36,0.5,0.16,,,,2024-03-22 16:04:57.876
a0047246-29e1-42fb-be47-02e99d62c2c0,0.71,-0.66,-0.34,,,,2024-03-22 16:03:00.112
a0095b2e-5ab2-4dd2-ba6a-d37cd0fee3b6,0.27,2.03,0.11,,,,2024-03-22 16:04:10.440
a00b34b3-5186-495d-b7e3-774ca6475928,0.22,1.07,0.7,,,,2024-03-22 16:01:00.537
a00e54f4-fb6e-4b6f-83fe-14574a2e5921,-0.34,1.19,0.62,,,,2024-03-22 16:00:40.200
a010bac4-7fc7-44ef-b421-6cbbda48a69f,-0.6,-0.02,0.09,,,,2024-03-22 16:00:10.606
a0120e56-80f7-44db-9d26-82de2c5219e1,0.76,-0.5,-0.32,,,,2024-03-22 16:03:03.132
a0132b03-0de3-4317-b5b8-a7eea13695e6,1.71,-0.48,0.14,,,,2024-03-22 16:03:50.596
a018c7cf-b02c-42a2-83aa-b20db7b7e827,0.91,0.9,0.58,,,,2024-03-22 16:03:34.085
a018f993-6ec8-488e-b1b0-48a8b3586f60,-0.02,0.33,0.01,,,,2024-03-22 16:02:23.977
a01b9526-af5e-49e2-a4a6-dae991feab6a,1.14,0.38,1.0,,,,2024-03-22 16:05:16.950
a01d50be-b743-4725-95cc-234c36e0e767,1.26,0.7,0.16,,,,2024-03-22 16:03:03.710
a01f5032-2ae9-4a26-a316-a2f47b075d00,0.33,1.17,-1.62,,,,2024-03-22 16:04:56.256
a02130c8-0bc2-4b78-b068-0b023846c9e1,0.06,2.8,0.13,,,,2024-03-22 16:05:39.629
a023dc29-4f6d-4c11-a2d1-df3ff3b5d53e,5.91,7.61,1.24,,,,2024-03-22 16:03:37.673
a02421d7-5c75-49d8-9a18-6d8249322243,-0.7,0.83,-0.21,,,,2024-03-22 16:05:25.325
a026e548-e48f-4b85-99b4-67cd99d135ff,0.01,-0.01,1.01,,,,2024-03-22 16:01:27.276
a02a4f1f-ef53-4642-8d81-65ed66f77ff1,-1.38,-2.64,0.86,,,,2024-03-22 16:03:58.245
a02f93c8-fab9-44e6-aeb9-82042836eae2,-0.14,-0.01,-0.8,,,,2024-03-22 15:59:42.831
a02fae7b-9fee-457a-ac4a-071e5a5a41fa,0.49,1.16,-0.14,,,,2024-03-22 16:00:35.477
a030ef7f-0930-4b46-9670-706971649128,4.41,1.41,-2.28,,,,2024-03-22 16:03:15.727
a0318ce2-c7f0-405d-bd89-beeeb229d5d1,1.02,-2.95,1.27,,,,2024-03-22 16:04:13.772
a038ff0f-adf9-48ca-a1c0-ca4fdb85484d,0.11,4.85,0.5,,,,2024-03-22 16:02:51.955
a03ff1f9-126c-4e08-be14-1b5ea5f28f6f,0.0,1.22,0.06,,,,2024-03-22 16:01:38.921
a04207ee-2da8-471a-8815-5fad3db98cf4,0.09,0.93,0.14,,,,2024-03-22 16:02:26.808
a0452b90-b202-4a9d-b5cd-e7ef9205020a,-0.6,-0.54,-0.08,,,,2024-03-22 16:01:47.428
a045cb74-79a6-4a07-8130-ce7362abec1c,0.13,1.11,-0.02,,,,2024-03-22 16:04:07.700
a055f815-11dc-4ad6-a19e-5fc2a6be92b1,0.83,-0.49,-0.04,,,,2024-03-22 15:59:58.040
a05a7b6f-e4fd-4a30-865f-17d3a1814c12,0.2,0.4,-0.07,,,,2024-03-22 16:04:38.256
a05bb385-2214-4755-8804-fa17c2806b65,-0.29,-0.39,0.03,,,,2024-03-22 16:00:09.385
a05f693a-6e76-4774-9cff-4c31bc28a948,-0.13,0.36,0.26,,,,2024-03-22 16:05:42.239
a062ad01-8d7c-42f4-b68e-832753be5bec,0.62,0.8,-0.09,,,,2024-03-22 16:04:46.175
a0634673-f68c-4e29-9954-1eeffd435c66,0.69,-0.48,-0.42,,,,2024-03-22 16:03:00.387
a063f8a5-bc1e-48d6-b2a1-51e3081bbfee,0.73,-1.87,0.78,,,,2024-03-22 16:04:17.829
a0691f42-a3da-4696-b590-5a19923f22e7,0.14,0.83,-0.54,,,,2024-03-22 16:00:36.559
a0693dd0-0302-4a76-ae2a-8c367c772ae3,0.18,1.67,-3.6,,,,2024-03-22 16:02:45.493
a06d3638-cd09-405c-a833-16706e7521c8,-12.94,-9.09,3.59,,,,2024-03-22 16:01:47.293
a06eb1f1-a33e-4924-9eeb-75a694be3807,-0.12,-0.07,0.76,,,,2024-03-22 16:05:07.367
a075bcf4-f074-4267-b1c7-3e3fc4c8cf76,1.19,-0.01,-0.67,,,,2024-03-22 16:01:57.464
a076e9a8-d780-4bc8-a435-d9699b61a291,-0.97,-0.06,-1.84,,,,2024-03-22 16:02:46.653
a07ceb94-983b-444c-8d59-32d19f2864f5,0.07,0.68,-0.17,,,,2024-03-22 16:03:22.699
a08120c3-e4f3-4df2-b7b4-65840e57eb97,-0.16,0.04,0.98,,,,2024-03-22 16:05:06.921
a0818edc-028f-491f-9204-77beb7576afc,0.14,0.99,0.24,,,,2024-03-22 15:59:44.408
a08324eb-f05d-48a1-9ebe-3ea7bf700872,-0.04,1.17,0.09,,,,2024-03-22 16:04:06.029
a083845d-e58f-4c8b-8554-21e62d880873,0.04,0.74,-0.73,,,,2024-03-22 16:00:36.788
a083e543-4368-4e9c-acaf-b77a9bac9d3e,2.1,2.56,3.46,,,,2024-03-22 16:02:35.538
a08430cf-ce16-4b4a-99cb-12b1d5931a54,0.01,-0.18,0.02,,,,2024-03-22 16:05:05.522
a084f0cc-ffde-440c-a7af-2b2a0d1214c4,0.56,6.27,0.28,,,,2024-03-22 16:04:10.801
a08d17d3-2ec5-4838-9d27-f99155ecc3ca,0.62,0.29,0.56,,,,2024-03-22 16:00:47.182
a09167c8-ae9f-4e92-a24f-a8e885b2cbb4,0.94,0.96,0.52,,,,2024-03-22 16:00:38.904
a09451fd-527f-4626-be74-be281fd4e5f9,-0.88,4.66,0.13,,,,2024-03-22 16:02:01.331
a09486de-4b28-49a5-8eba-6b102cebb32e,0.17,2.84,0.18,,,,2024-03-22 16:05:39.592
a0956271-7365-46e9-a9a3-4fb4286f8370,0.01,0.06,-0.2,,,,2024-03-22 16:05:19.519
a09c4f8c-1883-403b-a4d7-404a73433a69,-0.01,1.0,0.05,,,,2024-03-22 16:05:43.660
a09c6f77-8876-446b-a04f-11ec775ff030,0.4,0.49,-0.05,,,,2024-03-22 16:00:33.860
a09efe34-a677-47ec-a80d-92c7cfab4dbd,-0.65,0.6,0.48,,,,2024-03-22 16:05:51.109
a0a3af7d-8c84-4f7b-9819-ccaae36e7f9d,0.04,1.13,0.05,,,,2024-03-22 16:03:27.376
a0a454d5-5007-4a44-95de-fbe96487e389,0.22,-0.32,0.17,,,,2024-03-22 16:01:25.016
a0a62095-f01c-4675-84f0-3b6a3f4020e1,-2.15,3.19,1.04,,,,2024-03-22 16:03:38.145
a0aa6274-a556-455f-962f-744c292fd467,-0.77,0.64,0.23,,,,2024-03-22 16:04:03.515
a0aaaac6-2768-41ee-88e5-dbdc5662409f,-1.05,-1.57,0.36,,,,2024-03-22 16:02:39.234
a0ab3797-9b01-4db2-8c56-e86d5931d3e7,0.36,0.31,0.99,,,,2024-03-22 16:00:55.730
a0ac0e9c-72ac-49be-a442-eb5bef91e563,-1.4,-5.3,-1.81,,,,2024-03-22 16:02:01.017
a0ad44fc-c501-4366-87ba-65738087ba40,0.78,0.37,0.07,,,,2024-03-22 16:04:33.124
a0b04e2d-e7a4-4065-987f-f423ddb739fd,0.88,0.43,0.18,,,,2024-03-22 16:04:32.890
a0b177c4-23d5-4f6a-ad5c-f0036c678562,0.96,-0.72,0.33,,,,2024-03-22 15:59:57.984
a0b1dc74-eb06-4bf6-a5b8-68a2738c34fa,0.42,-0.68,1.3,,,,2024-03-22 16:02:50.345
