id,accX,accY,accZ,gyroX,gyroY,gyroZ,timestamp
44dbb84f-9b5e-4631-9b95-53d11ae0c597,0.05,0.86,0.02,,,,2024-03-22 16:02:33.603
44ddd67f-368e-43b4-b8be-5c4042d8bae5,0.22,0.82,-0.92,,,,2024-03-22 16:01:36.682
44de2079-95a4-4414-a854-896ab33b8dfd,-0.33,0.95,0.16,,,,2024-03-22 16:04:06.359
44def366-df22-402a-9346-3b90eaea5e9d,0.95,1.74,0.61,,,,2024-03-22 16:00:49.563
44e11263-ccff-48ea-b316-6e16204b422f,-0.05,0.54,0.0,,,,2024-03-22 16:04:51.351
44e1597c-f7da-42d0-8beb-5e23a52a3558,0.04,1.28,0.06,,,,2024-03-22 16:03:23.511
44e2c761-9b3e-47cc-b038-e4a4e0ee8b4e,-0.83,0.21,0.51,,,,2024-03-22 16:04:00.994
44e4905c-6121-4bb1-aafe-2f3697884e86,0.1,0.4,-0.9,,,,2024-03-22 16:01:18.136
44e86d9d-91c7-4627-b0ab-1bd56b12eca6,0.93,-3.95,1.97,,,,2024-03-22 16:04:19.396
44e96849-8c5d-4f26-956c-4dd931b2e4a6,-0.29,1.1,0.45,,,,2024-03-22 16:02:06.378
44eb4023-4b16-41b9-b949-7c48a9c81c29,0.29,1.35,0.2,,,,2024-03-22 16:01:41.353
44ee3573-2319-416a-b32e-1cd03c50bb41,0.12,-0.03,1.05,,,,2024-03-22 16:03:34.979
44f095ac-9ba5-4076-88c7-4d46d28197af,0.21,0.52,1.66,,,,2024-03-22 16:05:04.403
44f155cd-b161-468c-bcf2-5a9dd486add4,0.17,0.86,-0.27,,,,2024-03-22 16:00:11.355
44f20062-c9f8-4ef3-a2f5-248946b2ffe9,0.0,0.89,-0.05,,,,2024-03-22 16:04:05.629
44f59f87-6d98-4e68-9162-a858b93015af,0.39,-0.29,-0.88,,,,2024-03-22 16:03:06.194
44fa894d-0fb0-47dc-b625-96cd0f56d18d,0.59,0.19,-0.15,,,,2024-03-22 16:04:56.658
45007ed5-3e84-4cc5-a31a-0ee296b0f74d,0.02,0.06,-0.45,,,,2024-03-22 16:01:31.822
45018143-96b3-4dc1-8d7d-7b9c96d46a44,0.05,-0.6,1.14,,,,2024-03-22 16:02:50.296
45027f7d-c96f-4534-8a0c-2d474b38b4bf,0.48,0.53,-0.69,,,,2024-03-22 16:03:20.221
4503c191-2c14-421f-b868-8ab5ba0ce2f0,0.0,-0.08,0.38,,,,2024-03-22 16:00:43.712
45075a17-3ef3-4698-97ff-c7bba2b329b9,-0.77,0.57,0.33,,,,2024-03-22 16:04:03.429
45088b43-0ebe-4d36-b825-7dbd9aedc3bc,0.41,-0.42,-0.7,,,,2024-03-22 16:01:26.466
450db63c-edb8-48a8-a94f-557b52cba7c0,0.01,0.4,-0.04,,,,2024-03-22 16:02:26.274
450ff1b6-73ef-4a59-b639-fb7c6372c382,0.25,-0.18,-0.06,,,,2024-03-22 16:05:18.299
4514d35b-a938-4de5-85cb-a0ee76ee175a,-0.62,0.64,0.48,,,,2024-03-22 16:05:50.883
45185214-80e9-49b1-8dff-ad444bb81c81,0.55,0.81,-0.28,,,,2024-03-22 16:00:16.797
4519c059-4160-4ab0-a6b2-23d8f5c6a841,-2.05,1.19,1.11,,,,2024-03-22 16:02:36.621
451e5e7e-940c-4055-9115-4a9d4f2036f0,-1.0,-0.37,0.29,,,,2024-03-22 16:01:00.447
45284eb0-c94a-4185-bec1-f6c1fd2397ce,0.06,1.05,-0.01,,,,2024-03-22 16:02:12.995
4528c887-3cba-41ec-ba5c-1479e0e1e796,0.36,1.05,-0.1,,,,2024-03-22 16:00:49.022
45302b6f-120b-42d6-990c-c30fe8dc14c7,1.6,-1.36,-2.37,,,,2024-03-22 16:03:03.659
45326188-e35c-4bba-9baf-d780fd2b202c,0.28,0.6,0.1,,,,2024-03-22 16:05:41.261
4533113b-6da1-48c5-b542-5378a576ef0b,-0.01,0.05,-0.25,,,,2024-03-22 16:01:29.420
4536ac3f-84fa-443a-922a-50f8978eb510,-0.37,0.97,0.04,,,,2024-03-22 16:04:06.257
453b9574-da60-4020-9037-37dcc49efd33,1.61,0.08,0.95,,,,2024-03-22 16:00:01.675
453c3f75-f85b-4d5f-bbeb-3bc65d7ce599,0.25,1.16,-0.1,,,,2024-03-22 16:05:33.780
454342f4-5aa0-4298-bf76-c6b3bc1f3896,-1.26,0.64,0.02,,,,2024-03-22 16:01:43.336
45438e98-3b06-4c94-8737-7533b6b6d2a0,-1.05,0.09,0.23,,,,2024-03-22 16:06:06.361
454564ea-107b-4c79-8b34-95d3d35f6770,-0.77,0.25,0.6,,,,2024-03-22 16:02:37.691
45478dd5-4258-4ffc-b08f-e9d045cfe37c,0.06,-0.08,0.24,,,,2024-03-22 16:05:23.476
4548bce4-38ac-4585-856b-a2812769f740,-0.03,0.99,0.1,,,,2024-03-22 16:02:17.366
454c3329-57ae-4161-bea5-ec6b105316ba,-0.41,0.68,-0.75,,,,2024-03-22 16:05:28.148
454cdcd8-cb4a-4ef9-8ea7-ef3d39295ec7,0.63,0.53,0.92,,,,2024-03-22 16:00:44.170
454d8cda-28c2-44eb-804e-63a5ed162158,0.14,0.89,0.34,,,,2024-03-22 15:59:46.019
45503ddb-835a-445a-a674-a8f759439ffd,1.32,-2.79,-0.52,,,,2024-03-22 16:03:05.638
455842ce-1895-462a-952f-1bf7916c2a96,0.12,0.47,1.24,,,,2024-03-22 16:00:56.270
455a53ad-a7cd-4b74-aed6-9d0d46b7e08d,-0.0,-4.54,3.31,,,,2024-03-22 16:04:19.399
455d6baa-6ed9-49f5-8260-efe30e0b33f3,14.58,-3.29,2.62,,,,2024-03-22 16:01:55.989
45657581-9b03-4740-b7b9-08b1fa704837,-0.84,-0.01,-0.42,,,,2024-03-22 16:05:29.502
4565b836-323f-40b0-80b7-6b4c3caab510,0.17,1.11,-0.16,,,,2024-03-22 16:00:50.960
456626b4-eeee-43b1-aa6c-0a07a23deb7d,-0.45,0.13,-0.5,,,,2024-03-22 16:04:55.355
4568709e-6d01-420e-b52f-603e5281773e,0.01,0.51,1.73,,,,2024-03-22 16:04:13.548
456b4c8a-1a34-4e2b-a5a9-90e6a5b6e0d4,-0.67,0.57,0.51,,,,2024-03-22 16:05:54.748
456ba87c-b541-40fc-8746-7deef3cc036f,-0.3,1.24,0.97,,,,2024-03-22 16:05:35.050
456d4550-9329-4399-bc0d-52c5491900cd,1.33,-0.32,1.04,,,,2024-03-22 16:03:51.454
456f3b30-770e-41fd-893e-10caebf34d71,-0.38,0.3,-0.83,,,,2024-03-22 16:00:52.671
457129fb-2ef0-4c44-ac4c-c9521aa2313d,0.38,4.01,-0.49,,,,2024-03-22 16:01:41.497
45721dd6-f9f1-4dba-9dbf-b4dbe6162ad9,-0.04,0.02,-1.16,,,,2024-03-22 16:01:30.345
4574be7c-df52-4335-a407-dae70954cfd0,-0.74,0.49,-0.85,,,,2024-03-22 16:01:06.704
45750540-807b-49cb-9371-9e806aa79a87,0.6,0.28,0.29,,,,2024-03-22 16:05:21.098
457a9572-2372-43a7-bf8d-c23989a78649,-0.3,-0.19,0.87,,,,2024-03-22 16:03:51.998
457b4d32-f04b-40d2-9eae-60390fbf900a,-1.23,-0.17,0.96,,,,2024-03-22 16:05:45.844
457bab90-2167-4675-814e-be2bbc69f15b,0.94,-0.12,1.72,,,,2024-03-22 16:00:00.691
4583eb8f-4242-475d-a886-7e09cd4a242b,0.61,-0.04,-0.34,,,,2024-03-22 16:01:57.196
45880400-bcaf-4029-978b-711920a4b9aa,0.43,-0.32,-0.85,,,,2024-03-22 16:03:06.956
4589fcab-4c50-4fc3-a099-e5efe663832e,0.24,4.56,0.37,,,,2024-03-22 16:05:40.712
458cdec1-59ad-4b6e-a906-5435800b7a0d,-0.6,-0.03,-0.12,,,,2024-03-22 16:00:40.839
4598d9a6-ab9f-43c9-8f28-a761fc00fe22,0.66,-2.63,-5.09,,,,2024-03-22 16:04:26.829
4599a473-59f9-485e-a370-67459749b333,-0.87,0.29,0.47,,,,2024-03-22 16:04:01.126
459abc6f-52a0-48bf-b80f-0f94f7d4f205,-0.12,-0.11,0.32,,,,2024-03-22 16:05:12.684
459da4f0-9076-43f8-b646-20878a369404,-1.04,0.07,0.23,,,,2024-03-22 16:06:06.357
459e8987-9951-43f7-97b0-12637c085698,-1.83,-8.06,-6.05,,,,2024-03-22 16:01:44.594
459fcc5b-56f3-42b9-a327-f7d03a15feed,0.01,0.6,-0.33,,,,2024-03-22 16:00:54.321
45a0adf4-0c38-44a7-899f-679ea9ff2eef,1.35,-0.25,-0.61,,,,2024-03-22 16:02:52.281
45a1f5cb-4238-41a6-a0a0-1056ccddcc15,-0.03,1.03,0.01,,,,2024-03-22 16:04:08.773
45acc03d-d34a-4c66-a012-d1afa84fe6f6,-1.11,-0.3,0.09,,,,2024-03-22 16:01:23.223
45ad86d1-9ccb-4167-a8b2-983b6981d1fe,0.05,-0.2,-0.11,,,,2024-03-22 16:05:08.312
45b0c8dd-1675-4dc2-88cb-491850fa282e,-0.31,0.19,0.59,,,,2024-03-22 16:05:05.217
45b1efe5-0e74-4710-8857-aff74aa8d78e,-4.62,7.57,0.59,,,,2024-03-22 16:03:37.456
45b1f37c-3f40-4f7c-af2f-a50ff7311d77,0.65,0.84,0.42,,,,2024-03-22 16:02:11.772
45b2f78f-05cc-4be3-ae0b-07974533c8cd,-0.43,-0.25,-0.19,,,,2024-03-22 16:00:50.649
45b5268a-affd-47aa-9951-3f309b024477,-0.35,0.04,-1.65,,,,2024-03-22 16:00:52.613
45b694a5-ac07-4714-8fd1-76a8748216e7,-0.03,0.88,0.06,,,,2024-03-22 16:00:23.603
45ce5d8c-9270-41e8-afa2-85047dbf8b36,-1.02,-4.12,-1.33,,,,2024-03-22 16:01:46.663
45cf13d6-5f50-4329-ac82-b6e4d856052e,0.25,0.73,-0.05,,,,2024-03-22 16:00:32.695
45d07ec5-3caa-4eca-b002-3844ba425bc4,0.43,0.19,-0.61,,,,2024-03-22 15:59:43.285
45d55423-d937-4d2d-8944-b9522802019c,0.03,0.61,-0.08,,,,2024-03-22 16:03:48.797
45d87262-b0cf-43bb-a764-d62b256574ae,0.22,6.14,0.21,,,,2024-03-22 16:05:39.500
45da0b3f-8b11-49a9-b607-93a5893d3d5f,0.05,1.09,-0.37,,,,2024-03-22 16:01:39.783
45db2e0a-eb9f-4e6d-8dc9-52af77f059ec,-0.02,-0.08,0.08,,,,2024-03-22 16:05:04.626
45dbec27-bbc5-46b2-8700-47bcc227cf6a,1.32,-5.21,-6.03,,,,2024-03-22 16:03:49.743
45dbf4fb-7be3-4c4e-bb04-40cd19ff9333,0.16,0.08,0.57,,,,2024-03-22 16:01:14.538
45dc3c6f-d596-4271-8bf9-8c68934aaa8c,-0.9,0.55,-0.08,,,,2024-03-22 16:04:04.374
45dea121-9487-453f-ae64-773f417da73a,2.28,-2.01,-0.21,,,,2024-03-22 16:04:25.062
45e37bb4-a784-4b59-af77-8d1ae93eef55,0.96,0.42,0.04,,,,2024-03-22 16:04:46.932
45e7b462-52c2-4d16-8fc4-8ffe75412d0d,-2.02,0.56,0.08,,,,2024-03-22 16:01:42.661
45e952fa-6df1-4f3f-961d-58dfe947cd54,0.48,0.09,-0.15,,,,2024-03-22 16:04:12.877
45ecf6de-1aa1-42d2-88f5-22763a253f6d,0.16,0.7,-0.02,,,,2024-03-22 16:00:32.010
45f15064-49b3-46fb-89bd-7404a7a82a01,-1.27,-0.08,-0.03,,,,2024-03-22 16:06:00.289
45f512ec-8680-4666-af01-3809b99ad337,1.17,0.58,0.15,,,,2024-03-22 16:02:12.224
45f752d8-d047-4ee8-bb0b-2b08c1a17285,0.07,0.0,1.21,,,,2024-03-22 16:00:05.864
45f892a0-0ee8-457b-94f3-dcd30fa5c62e,-0.04,0.44,1.49,,,,2024-03-22 16:05:03.224
45f94559-8ecf-47b0-bc08-9244295ee9e9,0.29,-0.18,-0.3,,,,2024-03-22 16:05:11.192
45fb6e20-dd8f-4bb2-82c9-9f0c5e868a03,-0.8,2.22,0.83,,,,2024-03-22 16:02:06.561
45fcb10f-72aa-477e-b8da-283a9decd566,0.9,0.74,0.03,,,,2024-03-22 16:04:33.671
45fe94ac-24c5-49c6-a595-4076573629da,-0.23,-0.2,0.75,,,,2024-03-22 16:05:14.798
46054f8b-47d1-4d94-b3c4-cfb0cd0c4f36,-0.06,-0.28,0.99,,,,2024-03-22 16:00:59.502
460a5087-3afd-427f-8cca-2cf972c31d4f,0.03,-0.01,0.14,,,,2024-03-22 16:02:24.243
460d65a1-219f-439a-95d5-61820ab7e415,-1.54,0.9,2.15,,,,2024-03-22 16:03:59.328
46152575-ea19-4ac7-a860-ac527c3af0c0,-0.5,0.79,1.07,,,,2024-03-22 16:04:04.505
461c7ab5-b0d4-42d6-a545-1be9c800aaf2,0.99,-0.08,-0.08,,,,2024-03-22 16:01:37.618
461c910a-9041-4dec-8ab2-472dc15d3445,0.22,0.77,0.16,,,,2024-03-22 16:05:31.401
461ce1ae-2de7-4262-8788-b4ca45b18ada,-0.19,0.85,-0.5,,,,2024-03-22 16:01:02.384
461d33d9-f73a-4198-95a0-52fd46a6f575,0.32,2.95,0.2,,,,2024-03-22 16:05:42.385
4626516a-70a8-41f1-837f-a923a7b19ac0,0.32,-0.04,0.99,,,,2024-03-22 16:01:34.206
4630f4f1-dab3-4023-84f0-bea50dc2aec1,-0.5,0.61,0.45,,,,2024-03-22 16:05:54.892
463231eb-e714-4679-9d1b-af7660dcabba,0.06,-0.02,-0.13,,,,2024-03-22 16:00:41.915
46336ba2-3a6f-4357-8f48-d1cb822915ae,-0.22,0.94,0.16,,,,2024-03-22 16:04:06.663
46368062-8185-48e7-aa3a-f54be211f4cb,0.72,-0.59,-0.7,,,,2024-03-22 16:02:59.349
463c9ea5-272e-48eb-86cb-a31383026ae1,-0.17,-2.25,-0.95,,,,2024-03-22 16:03:56.146
463ec392-3d2a-4a02-b18c-1c1af232916c,0.09,1.07,0.27,,,,2024-03-22 16:02:26.453
463fd20f-f1a4-40f1-95c0-6421667005e2,0.2,-0.16,-0.07,,,,2024-03-22 16:04:39.295
46414de9-2d6e-43a0-bafc-271606560430,0.08,1.21,0.07,,,,2024-03-22 16:04:48.054
46434301-54eb-4474-bf07-efe528cb9bac,0.94,-0.71,-0.24,,,,2024-03-22 16:01:57.565
46462010-83ee-4935-896e-85e7de820ed9,0.1,-0.05,-0.11,,,,2024-03-22 16:05:16.278
46470241-2341-4c91-a60f-462a0d7d7479,-0.0,0.38,0.84,,,,2024-03-22 16:01:09.683
46498adf-481d-4d00-b1ec-4f7d7a1b7587,5.81,-3.59,-3.87,,,,2024-03-22 16:03:44.828
465fd72f-0c3b-41e8-84dc-c4e920c1001b,-0.11,0.25,-1.05,,,,2024-03-22 16:05:44.585
4662cca7-13ca-4de1-a2f2-1b2109d4c2bd,-0.49,-0.5,-0.31,,,,2024-03-22 16:00:49.832
4662fbd1-731d-4367-8f64-d1c997a85649,-0.16,0.94,-0.27,,,,2024-03-22 16:00:26.251
46658d08-0f5b-4dc3-b38d-fb91a0794c40,0.58,0.54,-0.14,,,,2024-03-22 16:00:33.904
466a07eb-79c5-4cfc-9af1-c474235b5d65,0.79,1.81,0.27,,,,2024-03-22 16:00:42.812
467146e3-f6b0-4e06-bc55-8b37bde91c57,-0.77,0.47,0.49,,,,2024-03-22 16:05:47.695
4671f42c-9f20-43f3-8f3a-06adf47bf018,-0.67,0.69,0.22,,,,2024-03-22 16:05:49.761
4675fad2-1d99-4684-9ee0-bb51bce7c28e,-0.79,0.56,0.18,,,,2024-03-22 16:05:57.904
46791db2-ae56-4937-85fe-ef3dd40994eb,0.72,-0.47,-0.49,,,,2024-03-22 16:03:02.443
4685511f-de4c-47e7-8fce-125d6f0ed5d0,-0.05,0.81,-0.43,,,,2024-03-22 16:01:04.811
4685f403-032c-4c43-990e-03dc97ad6447,-0.02,1.01,0.23,,,,2024-03-22 16:02:21.812
4687e696-edb6-4127-a3be-40fca93e005a,0.17,0.39,-0.01,,,,2024-03-22 16:05:41.073
4688a8ab-be07-4268-9cfe-908da5217035,0.04,1.25,0.05,,,,2024-03-22 16:03:33.955
46892658-3d90-49b7-9688-67f6f4d9b05e,-0.92,-2.62,-1.13,,,,2024-03-22 16:02:39.498
468b5f49-6c72-4c83-8297-ed6badbe8f71,-0.2,-0.35,-0.3,,,,2024-03-22 16:01:52.962
468bd1cf-6883-46ec-ba78-ca0cc8c8ebb1,1.28,-0.23,-0.05,,,,2024-03-22 16:03:48.170
468de7a6-27b2-4eb4-a7f0-19bc29f8a7fe,-0.32,0.97,0.06,,,,2024-03-22 16:04:06.261
468ee1ff-fc5d-444f-a57b-07c165f4f905,0.05,-0.08,0.91,,,,2024-03-22 16:02:42.833
468f7662-91a8-4004-ad3c-411d60c304ce,1.0,-0.51,1.02,,,,2024-03-22 15:59:51.736
46904928-82c6-4b14-8eaf-14f4b27d7d6d,-0.02,0.01,-0.98,,,,2024-03-22 16:01:21.827
4690d203-2704-4378-ab3d-0f6056532ab4,-0.36,0.05,0.04,,,,2024-03-22 16:00:05.101
46929e1d-6da5-42f1-8360-d82e016b772c,0.05,-0.1,-1.23,,,,2024-03-22 16:01:22.141
4692bd0e-ac39-48f6-9b99-0b66f70b8dd8,0.32,0.01,-0.97,,,,2024-03-22 16:03:13.109
469310a6-bbba-47d0-8d1c-71d064696f4c,0.19,0.93,0.31,,,,2024-03-22 15:59:46.874
46955dc2-c494-4f15-942f-372f79d48237,-0.09,0.02,0.94,,,,2024-03-22 16:01:34.693
469f69cd-7ed2-41a3-82cf-798bf1c62fe0,1.19,-2.4,-1.24,,,,2024-03-22 16:03:46.373
46a5b387-9fc9-4208-b532-ee798c886779,0.22,0.96,0.06,,,,2024-03-22 16:05:43.536
46ad198c-7ccd-444e-8047-af60e4f0a27b,-0.72,0.57,0.38,,,,2024-03-22 16:05:52.413
46b1a4e9-7ff3-43de-8136-8842a1dc7e46,1.11,2.01,-0.25,,,,2024-03-22 16:03:43.757
46b1f368-6d8f-4699-992b-b6d31729117b,0.04,-0.0,0.02,,,,2024-03-22 16:02:29.646
46b81e4b-8bf9-42b4-9f93-e9f26d00c244,-1.48,-4.15,-1.71,,,,2024-03-22 16:01:59.946
46b8c7b6-42ef-4311-9aed-3db77bf9efa1,-0.97,-0.45,-0.19,,,,2024-03-22 16:06:02.537
46bb06e9-8b2a-491a-9c42-3f0df90c471c,-0.18,0.93,0.01,,,,2024-03-22 16:00:28.270
46bb8e1a-2146-45c0-b536-ccfd8c43019a,-0.17,-1.66,0.65,,,,2024-03-22 16:03:57.073
46bdff99-cda9-4d1a-9c3c-268012d75602,-0.67,15.06,1.55,,,,2024-03-22 16:00:40.566
46bfa893-9e7e-46ac-8dbd-f5f305c28293,-0.8,-0.52,-0.46,,,,2024-03-22 16:06:01.593
46c25e6a-d6f0-4671-8052-303303ef112a,-0.74,-0.43,-0.26,,,,2024-03-22 16:06:01.555
46c37fc7-ffb9-478f-92d3-de9466bd7a07,3.12,5.48,-1.4,,,,2024-03-22 16:02:54.926
46c85c88-2d59-485e-b767-117e9f0f9d69,7.77,2.09,-0.7,,,,2024-03-22 16:03:38.267
46d11bd2-ca42-419f-9976-7fe5d584e143,-0.78,0.18,0.39,,,,2024-03-22 16:04:01.179
46d4816d-bc93-4dc1-8908-b6e8d69bee6c,0.1,1.06,0.07,,,,2024-03-22 16:03:28.461
46d61dc8-d80a-493e-ad4b-7f6a2f5394be,0.0,-0.14,1.34,,,,2024-03-22 16:00:44.653
46d772d2-8d90-497c-86b3-b8a5c653cfdc,1.48,0.6,-0.78,,,,2024-03-22 15:59:51.018
46d87f54-cebc-4d4e-8082-37792a90e24b,1.28,0.75,0.25,,,,2024-03-22 16:05:15.745
46da4154-4ae9-45cf-9f73-016bdf40e881,0.02,0.94,0.21,,,,2024-03-22 16:02:21.992
46dbee6c-8de9-42b2-ae36-c3041a79265e,-1.7,-0.76,0.88,,,,2024-03-22 16:02:49.797
46dcf0ba-cbd1-421f-a272-553c733a1ef7,1.17,-1.79,-1.47,,,,2024-03-22 16:05:46.968
46e00ca8-ce02-4e0f-a629-8e9d92a98649,-0.08,-0.32,-0.96,,,,2024-03-22 16:02:51.371
46e0d6b9-0041-4e02-9006-71b37091d715,0.5,0.68,0.16,,,,2024-03-22 16:04:33.924
46e2b8cf-34b9-4e8e-b252-9c2ed7d5eda2,0.76,1.07,-0.37,,,,2024-03-22 15:59:48.485
46e9fd0f-80c3-46fb-afd4-859c4b7f97c3,0.14,0.06,0.12,,,,2024-03-22 16:05:20.825
46eb3ae6-a1fb-4f8b-b8ee-7f8f957d71be,0.16,0.32,-0.81,,,,2024-03-22 16:01:36.535
46f6e497-83ea-4a8a-a99f-6062b7323790,0.92,1.23,0.28,,,,2024-03-22 16:02:35.542
46f6f845-a66a-4f23-9096-d35258c80587,0.66,-0.77,-0.08,,,,2024-03-22 16:03:42.368
46f7807e-8a19-4fb2-8d6e-2de85801806f,-0.91,-0.53,-0.21,,,,2024-03-22 16:06:02.809
46fa54d5-2af4-478e-aded-2b777f076266,-0.49,0.62,-10.52,,,,2024-03-22 16:01:52.110
46fb3342-433c-4950-bf3c-9cf8a78f5369,1.81,-5.5,-4.34,,,,2024-03-22 16:03:49.746
46fc3be8-0083-4451-9dea-fdb39acfdc39,0.03,-0.03,0.09,,,,2024-03-22 16:05:04.215
46fd10ee-626a-4e8a-b77c-ce889bce2e80,0.54,0.47,-0.58,,,,2024-03-22 16:00:16.218
46feaced-6049-403e-9253-903ad017ae17,-0.77,0.62,0.26,,,,2024-03-22 16:04:02.966
47013362-d91b-4bdb-90c7-a1045bc8136d,1.33,-2.97,2.65,,,,2024-03-22 16:02:20.595
4705abca-dfb8-42f6-862a-b780b0b4aeb8,1.49,0.89,-0.27,,,,2024-03-22 16:02:19.923
4706781e-a9f2-474e-ad7d-c43d3171c3cd,0.31,1.6,-3.51,,,,2024-03-22 16:02:55.156
47079861-5739-4482-bfd1-c6d287da146b,-0.94,0.79,0.84,,,,2024-03-22 16:02:04.764
470869ef-3934-46eb-aab4-2157af6b43a9,-0.04,1.27,0.13,,,,2024-03-22 16:01:40.376
470d1ba7-895b-4e82-b208-48b3bb1c24e3,-0.14,0.72,-0.06,,,,2024-03-22 16:00:29.222
470e24af-3eb1-4df2-b353-82fd42ba9d7a,-0.67,0.75,0.03,,,,2024-03-22 16:05:58.002
47103a6b-d494-41c7-9246-19e3f1539b9f,-1.19,0.12,0.41,,,,2024-03-22 16:04:00.323
4717263c-103b-4012-babd-f4c14d78c7a5,0.04,0.12,1.0,,,,2024-03-22 16:01:24.397
471b7c12-5a62-47f4-81f1-c3e0bd968030,-0.56,0.55,0.66,,,,2024-03-22 16:05:55.642
471d9f4e-9d89-42dc-97ac-ef1ead4d6bbc,-0.51,-0.38,0.12,,,,2024-03-22 16:00:08.520
47211bbe-7ece-4d98-bb0a-613f3c3c24fa,-0.3,1.09,-0.9,,,,2024-03-22 16:01:02.562
472bd9d6-1436-484a-936d-9bb37b9c40a9,0.09,1.08,0.05,,,,2024-03-22 16:03:28.826
472cddde-2b2d-42e4-b85c-86924212c81b,-0.79,0.6,0.14,,,,2024-03-22 16:04:02.614
472f83e5-024b-42d4-a27c-b0e6eeba7b0f,0.31,0.29,0.83,,,,2024-03-22 16:01:29.787
4733ca9a-0aef-451c-91fd-92a99bf4f83e,-0.32,0.11,-0.45,,,,2024-03-22 16:04:55.893
47341ba2-3ae6-4294-93d1-9e1f826c3ff7,0.37,1.0,0.14,,,,2024-03-22 16:03:35.708
4735b92f-5899-42b5-b3ac-47c7131247c2,0.41,-1.25,-0.82,,,,2024-03-22 16:02:46.878
47383c70-de62-46c4-91fd-299e6c4f50ad,0.71,-0.51,-0.53,,,,2024-03-22 16:03:01.680
4738db84-3f3b-4f5f-bed2-8e013c61c899,-0.25,0.92,-0.63,,,,2024-03-22 16:04:57.293
47391c62-8b6d-4bd1-9cf6-65b395750420,0.24,-0.22,0.3,,,,2024-03-22 16:03:35.979
4740c1c9-c798-41d0-b3b3-4fc62cb445f0,2.07,0.28,-2.05,,,,2024-03-22 16:04:22.143
47486a81-267b-4378-a164-221d713fa43c,-1.02,-0.2,-0.2,,,,2024-03-22 16:06:03.799
474bef10-4a55-44f1-a8a1-bbee69feb37c,0.24,-0.1,0.16,,,,2024-03-22 16:00:58.425
4756f429-636c-4511-a4e9-fa1fd315829e,-0.64,0.5,0.74,,,,2024-03-22 16:05:53.903
475c0635-ab29-4d07-9501-a1b3bc0e3d69,0.07,0.44,1.33,,,,2024-03-22 16:05:04.887
475cdf36-8faf-467b-a541-f028199a3701,-3.41,-6.6,6.69,,,,2024-03-22 16:04:16.383
475d919b-e3bf-4158-8229-de59f7e01832,0.79,-1.95,0.66,,,,2024-03-22 16:03:54.425
47603f71-974d-48e5-8e97-0f2627400a34,1.67,-1.57,-3.93,,,,2024-03-22 16:03:03.618
47631fa1-7b3f-4f60-a91f-1ec32f80f6e9,0.13,0.8,-0.53,,,,2024-03-22 16:00:36.602
47667b98-527d-44ae-9824-a95bdb466caf,0.09,0.57,2.22,,,,2024-03-22 16:04:13.589
4766a39f-04cc-441f-b8e3-985cf99becda,-0.66,-0.08,-0.52,,,,2024-03-22 16:06:04.648
476aff3a-90c9-4ad1-aae6-a663756db6c5,-0.28,0.32,-0.46,,,,2024-03-22 16:00:54.062
476c86f6-1014-4270-a28c-a51360586857,-0.84,-0.01,-0.06,,,,2024-03-22 16:06:03.391
476e8b6c-f2e2-45f8-b463-d7fd57ae5778,0.39,0.6,0.02,,,,2024-03-22 16:00:23.749
476fc7d4-edb8-4c6c-a375-dfb6866a6b09,0.03,1.39,0.06,,,,2024-03-22 16:03:25.034
47716e74-b96a-4faa-a1f3-a9469a1e0cfa,0.04,0.89,-0.6,,,,2024-03-22 16:03:21.534
4771f79d-8440-4c89-a185-e8558c1f80d9,0.17,3.36,-0.07,,,,2024-03-22 16:05:43.269
47732477-05c3-4e66-82cf-ca187810357d,0.58,0.74,0.43,,,,2024-03-22 16:04:42.798
4773a613-218e-48ed-b270-c4c3d86b5f7c,-1.39,-5.04,0.15,,,,2024-03-22 16:01:50.408
47746d7d-5f41-4e84-a50d-39c6fe9f982d,0.53,-0.04,-0.53,,,,2024-03-22 16:03:11.809
477690b7-b7cf-47ff-b727-91fa82258e79,0.21,-0.09,0.18,,,,2024-03-22 16:04:38.478
4777f265-7c6b-4949-8c3d-51828ff4f64b,3.44,-6.71,3.59,,,,2024-03-22 16:04:23.494
477a2323-e4f6-4fe5-8ae6-5ce1953ac268,-0.15,1.07,-0.02,,,,2024-03-22 16:02:18.028
477a7e16-f77d-434e-b9c7-042ba8ce0ead,0.61,-0.29,-0.52,,,,2024-03-22 16:03:09.647
4786bb1e-d3ec-4e3f-a048-01e79ee9d080,-0.08,0.14,-0.99,,,,2024-03-22 15:59:42.284
478819ab-8e89-4284-8193-07cd2f8277a9,3.5,-2.62,-0.69,,,,2024-03-22 16:03:46.272
478842d2-f31e-48b6-8c94-5a8c0e4c79b7,0.14,0.13,-0.99,,,,2024-03-22 16:01:30.973
478cd851-d32a-4456-8524-7ae4c355d03a,-0.7,1.48,1.63,,,,2024-03-22 16:03:17.388
478f13f3-b596-4ca1-b8e3-a0fb78363d61,1.8,2.62,-0.19,,,,2024-03-22 16:05:39.177
478fdab1-3b4d-44a6-a063-a4cf8ca98bee,-0.25,1.28,0.01,,,,2024-03-22 16:00:21.386
4790c8e6-7235-4ad2-9b0e-b6c2d4471d8e,0.16,0.58,0.47,,,,2024-03-22 16:02:21.009
